site,sp,area,rem,dts
CCP,cta,3.93,0,0
CCP,cta,3.86,0,0
CCP,cta,3.84,0,0
CCP,cta,3.65,0,0
CCP,cta,3.65,0,0
CCP,cta,3.63,0,0
CCP,cta,3.6,0,0
CCP,cta,3.58,0,0
CCP,cta,3.46,0,0
CCP,cta,3.4,0,0
CCP,cta,3.38,0,0
CCP,cta,3.36,0,0
CCP,cta,3.29,0,0
CCP,cta,3.01,0,0
CCP,cta,2.98,0,0
CCP,cta,2.93,0,0
CCP,cta,2.93,0,0
CCP,cta,2.92,0,0
CCP,cta,2.88,0,0
CCP,cta,2.82,0,0
CCP,cta,2.81,0,0
CCP,cta,2.7,0,0
CCP,cta,2.61,0,0
CCP,cta,2.56,0,0
CCP,cta,2.47,0,0
CCP,cta,2.47,0,0
CCP,cta,2.45,0,0
CCP,cta,2.38,0,0
CCP,cta,2.3,0,0
CCP,cta,2.13,0,0
CCP,cta,2.08,0,0
CCP,cta,2.03,0,0
CCP,cta,2.02,0,0
CCP,cta,1.94,0,0
CCP,cta,1.92,0,0
CCP,cta,1.89,0,0
CCP,cta,1.87,0,0
CCP,cta,1.86,0,0
CCP,cta,1.85,0,0
CCP,cta,1.8,0,0
CCP,cta,1.78,0,0
CCP,cta,1.75,0,0
CCP,cta,1.66,0,0
CCP,cta,1.63,0,0
CCP,cta,1.6,0,0
CCP,cta,1.54,0,0
CCP,cta,1.5,0,0
CCP,cta,1.46,0,0
CCP,cta,1.4,0,0
CCP,cta,1.39,0,0
CCP,cta,1.39,0,0
CCP,cta,1.36,0,0
CCP,cta,1.3,0,0
CCP,cta,1.29,0,0
CCP,cta,1.22,0,0
CCP,cta,1.22,0,0
CCP,cta,1.19,0,0
CCP,cta,1.12,0,0
CCP,cta,1.11,0,0
CCP,cta,1.11,0,0
CCP,cta,1.1,0,0
CCP,cta,1.07,0,0
CCP,cta,1.05,0,0
CCP,cta,1.04,0,0
CCP,cta,1.04,0,0
CCP,cta,1.03,0,0
CCP,cta,1.02,0,0
CCP,cta,1.01,0,0
CCP,cta,0.99,0,0
CCP,cta,0.97,0,0
CCP,cta,0.97,0,0
CCP,cta,0.95,0,0
CCP,cta,0.94,0,0
CCP,cta,0.93,0,0
CCP,cta,0.88,0,0
CCP,cta,0.88,0,0
CCP,cta,0.87,0,0
CCP,cta,0.83,0,0
CCP,cta,0.8,0,0
CCP,cta,0.79,0,0
CCP,cta,0.76,0,0
CCP,cta,0.76,0,0
CCP,cta,0.75,0,0
CCP,cta,0.72,0,0
CCP,cta,0.71,0,0
CCP,cta,0.69,0,0
CCP,cta,0.67,0,0
CCP,cta,0.66,0,0
CCP,cta,0.64,0,0
CCP,cta,0.64,0,0
CCP,cta,0.62,0,0
CCP,cta,0.58,0,0
CCP,cta,0.58,0,0
CCP,cta,0.57,0,0
CCP,cta,0.55,0,0
CCP,cta,0.53,0,0
CCP,cta,0.53,0,0
CCP,cta,0.51,0,0
MCF,mgi,10.87,0.016559338,2
MCF,mgi,1.69,0.00591716,1
MCF,mgi,10.63,0,0
MCF,mgi,7.8,0,0
MCF,mgi,2.75,0,0
MCF,mgi,2.22,0,0
MCF,mgi,1.03,0,0
MCF,mgi,0.84,0,0
MCF,mgi,0.73,0,0
MCF,mgi,16.66,0,0
MCF,mgi,3.67,0,0
MCF,mgi,1.17,0,0
MCF,mgi,1.15,0,0
MCF,mgi,1.01,0,0
MCF,mgi,0.96,0,0
MCF,mgi,0.96,0,0
MCF,mgi,0.93,0,0
MCF,mgi,13.32,0,0
MCF,mgi,10.3,0.003883495,1
MCF,mgi,0.89,0,0
MCF,mta,70.98,0.172865596,3
MCF,mta,38.76,0.067595459,3
MCF,mta,15.3,0.045751634,2
MCF,mta,8.84,0.002262443,2
MCF,mta,4.76,0.018907563,2
MCF,mta,1.24,0.040322581,2
MCF,mta,74.65,0.053181514,1
MCF,mta,68.43,0.138389595,1
MCF,mta,60.81,0.000164447,1
MCF,mta,39.06,0.014336918,1
MCF,mta,38.56,0.000778008,1
MCF,mta,32.53,0.001537043,1
MCF,mta,30.77,0.004549886,1
MCF,mta,22.86,0.004374453,1
MCF,mta,21.51,0.0041841,1
MCF,mta,13.78,0.000725689,1
MCF,mta,11.94,0.075376884,1
MCF,mta,11.17,0.004476276,1
MCF,mta,8.46,0.002364066,1
MCF,mta,6.42,0.076323988,1
MCF,mta,5.98,0,1
MCF,mta,3.61,0.002770083,1
MCF,mta,3.06,0.003267974,1
MCF,mta,1.86,0.064516129,1
MCF,mta,1.49,0,1
MCF,mta,0.87,0.045977011,1
MCF,mta,36.92,0,0
MCF,mta,32.35,0,0
MCF,mta,27.08,0,0
MCF,mta,24.51,0,0
MCF,mta,22.08,0,0
MCF,mta,22.07,0,0
MCF,mta,21.46,0,0
MCF,mta,20.65,0,0
MCF,mta,19.05,0,0
MCF,mta,17.46,0,0
MCF,mta,16.74,0,0
MCF,mta,16.1,0,0
MCF,mta,15.78,0,0
MCF,mta,14.33,0,0
MCF,mta,13.74,0,0
MCF,mta,11.45,0,0
MCF,mta,10.63,0,0
MCF,mta,10.58,0,0
MCF,mta,9.99,0,0
MCF,mta,9.6,0,0
MCF,mta,9.55,0,0
MCF,mta,9.3,0,0
MCF,mta,9.22,0,0
MCF,mta,8.92,0,0
MCF,mta,8.56,0,0
MCF,mta,8.46,0,0
MCF,mta,7.8,0,0
MCF,mta,7.72,0,0
MCF,mta,7.7,0,0
MCF,mta,7.38,0,0
MCF,mta,6.9,0,0
MCF,mta,6.6,0,0
MCF,mta,6.43,0,0
MCF,mta,5.69,0,0
MCF,mta,5.67,0,0
MCF,mta,5.3,0,0
MCF,mta,5.28,0,0
MCF,mta,5.18,0,0
MCF,mta,5.11,0,0
MCF,mta,5.08,0,0
MCF,mta,4.62,0,0
MCF,mta,4.54,0,0
MCF,mta,3.99,0,0
MCF,mta,3.83,0,0
MCF,mta,3.7,0,0
MCF,mta,3.65,0,0
MCF,mta,3.59,0,0
MCF,mta,3.58,0,0
MCF,mta,3.44,0,0
MCF,mta,3.43,0,0
MCF,mta,3.17,0,0
MCF,mta,3.15,0,0
MCF,mta,3.11,0,0
MCF,mta,2.92,0,0
MCF,mta,2.85,0,0
MCF,mta,2.73,0,0
MCF,mta,2.49,0,0
MCF,mta,2.42,0,0
MCF,mta,2.39,0,0
MCF,mta,2.31,0,0
MCF,mta,2.08,0,0
MCF,mta,2.06,0,0
MCF,mta,2.01,0,0
MCF,mta,1.68,0,0
MCF,mta,1.51,0,0
MCF,mta,1.41,0,0
MCF,mta,1.26,0,0
MCF,mta,1.01,0,0
MCF,mta,0.89,0,0
MCF,mta,0.8,0,0
MCF,mta,0.68,0,0
MCF,mta,0.66,0,0
MCF,mta,0.65,0,0
MCF,mta,0.62,0,0
MCF,mta,0.58,0,0
MCF,mta,0.54,0,0
MCF,mta,0.5,0,0
MCF,mgi,4.04,0.034653465,2
MCF,mgi,20.75,0.001445783,1
MCF,mgi,10.9,0.001834862,1
MCF,mgi,6.43,0.021772939,1
MCF,mgi,5.01,0,1
MCF,mgi,3.55,0.01971831,1
MCF,mgi,2.51,0.051792829,1
MCF,mgi,2.17,0.00921659,1
MCF,mgi,1.35,0.037037037,1
MCF,mgi,28.77,0,0
MCF,mgi,25.38,0,0
MCF,mgi,19.24,0,0
MCF,mgi,12.76,0,0
MCF,mgi,10.57,0,0
MCF,mgi,7.58,0,0
MCF,mgi,2.18,0,0
MCF,mgi,1.64,0,0
MCF,mgi,1.55,0,0
MCF,mgi,1.02,0,0
MCF,mgi,0.6,0,0
